"No.","Time","Source","Destination","Protocol","Length","Info"
"300","264.103407","fe80::c600:3aff:fe44:0","fe80::c601:3aff:fe44:0","ICMPv6","86","Neighbor Solicitation for fe80::c601:3aff:fe44:0 from c4:00:3a:44:00:00"
"301","264.103480","fe80::c602:3aff:fe44:0","fe80::c600:3aff:fe44:0","ICMPv6","78","Neighbor Advertisement fe80::c602:3aff:fe44:0 (rtr, sol)"
"302","264.107528","fe80::c601:3aff:fe44:0","fe80::c600:3aff:fe44:0","ICMPv6","78","Neighbor Advertisement fe80::c601:3aff:fe44:0 (rtr, sol)"
"303","266.510604","fe80::c602:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"304","266.802817","fe80::c601:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"305","266.804792","fe80::c600:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"306","270.805645","fe80::c602:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"307","271.115059","fe80::c601:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"308","271.514960","fe80::c600:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"309","274.032610","c4:00:3a:44:00:00","c4:00:3a:44:00:00","LOOP","60","Reply"
"310","275.364778","fe80::c602:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"311","275.747873","fe80::c601:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"312","275.790747","fe80::c600:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"313","277.004202","fe80::c600:3aff:fe44:0","ff02::a","EIGRP","112","Query"
"314","277.008433","fe80::c602:3aff:fe44:0","fe80::c600:3aff:fe44:0","EIGRP","74","Hello (Ack)"
"315","277.014500","fe80::c601:3aff:fe44:0","fe80::c600:3aff:fe44:0","EIGRP","74","Hello (Ack)"
"316","277.020936","fe80::c601:3aff:fe44:0","fe80::c600:3aff:fe44:0","EIGRP","112","Reply"
"317","277.027025","fe80::c600:3aff:fe44:0","fe80::c601:3aff:fe44:0","EIGRP","74","Hello (Ack)"
"318","277.047604","fe80::c602:3aff:fe44:0","fe80::c600:3aff:fe44:0","EIGRP","112","Reply"
"319","277.050787","fe80::c600:3aff:fe44:0","fe80::c602:3aff:fe44:0","EIGRP","74","Hello (Ack)"
"320","279.221813","c4:00:3a:44:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","370","Device ID: R1  Port ID: FastEthernet0/0  "
