"No.","Time","Source","Destination","Protocol","Length","Info"
"199","172.612684","fe80::c600:3aff:fe44:0","ff02::a","EIGRP","100","Hello"
"200","172.614769","fe80::c602:3aff:fe44:0","fe80::c600:3aff:fe44:0","EIGRP","74","Update"
"201","172.616762","fe80::c600:3aff:fe44:0","fe80::c601:3aff:fe44:0","EIGRP","74","Hello (Ack)"
"202","172.620826","fe80::c600:3aff:fe44:0","fe80::c602:3aff:fe44:0","EIGRP","74","Update"
"203","172.622910","fe80::c602:3aff:fe44:0","fe80::c600:3aff:fe44:0","EIGRP","74","Hello (Ack)"
"204","176.916456","fe80::c600:3aff:fe44:0","ff02::a","EIGRP","100","Hello"
"205","177.164339","fe80::c601:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"206","177.192941","fe80::c600:3aff:fe44:0","ff02::a","EIGRP","100","Hello"
"207","177.470907","fe80::c602:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"208","177.476911","fe80::c600:3aff:fe44:0","ff02::a","EIGRP","100","Hello"
"209","177.478977","fe80::c600:3aff:fe44:0","fe80::c602:3aff:fe44:0","EIGRP","74","Update"
"210","177.483118","fe80::c601:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"211","177.485147","fe80::c602:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"212","177.487185","fe80::c601:3aff:fe44:0","fe80::c600:3aff:fe44:0","EIGRP","74","Update"
"213","177.489208","fe80::c602:3aff:fe44:0","fe80::c600:3aff:fe44:0","EIGRP","74","Update"
"214","177.491202","fe80::c600:3aff:fe44:0","fe80::c602:3aff:fe44:0","EIGRP","74","Hello (Ack)"
"215","177.493262","fe80::c600:3aff:fe44:0","ff02::a","EIGRP","100","Hello"
"216","177.495312","fe80::c600:3aff:fe44:0","fe80::c601:3aff:fe44:0","EIGRP","74","Update"
"217","177.499436","fe80::c601:3aff:fe44:0","fe80::c600:3aff:fe44:0","EIGRP","74","Hello (Ack)"
"218","177.604222","fe80::c600:3aff:fe44:0","fe80::c601:3aff:fe44:0","ICMPv6","86","Neighbor Solicitation for fe80::c601:3aff:fe44:0 from c4:00:3a:44:00:00"
"219","177.606343","fe80::c601:3aff:fe44:0","fe80::c600:3aff:fe44:0","ICMPv6","78","Neighbor Advertisement fe80::c601:3aff:fe44:0 (rtr, sol)"
"220","177.608364","fe80::c601:3aff:fe44:0","fe80::c600:3aff:fe44:0","ICMPv6","86","Neighbor Solicitation for fe80::c600:3aff:fe44:0 from c4:01:3a:44:00:00"
"221","177.610352","fe80::c600:3aff:fe44:0","fe80::c601:3aff:fe44:0","ICMPv6","78","Neighbor Advertisement fe80::c600:3aff:fe44:0 (rtr, sol)"
"222","177.628839","fe80::c602:3aff:fe44:0","fe80::c600:3aff:fe44:0","ICMPv6","86","Neighbor Solicitation for fe80::c600:3aff:fe44:0 from c4:02:3a:44:00:00"
"223","177.630825","fe80::c600:3aff:fe44:0","fe80::c602:3aff:fe44:0","ICMPv6","78","Neighbor Advertisement fe80::c600:3aff:fe44:0 (rtr, sol)"
"224","177.632867","fe80::c600:3aff:fe44:0","fe80::c602:3aff:fe44:0","ICMPv6","86","Neighbor Solicitation for fe80::c602:3aff:fe44:0 from c4:00:3a:44:00:00"
"225","177.634935","fe80::c602:3aff:fe44:0","fe80::c600:3aff:fe44:0","ICMPv6","78","Neighbor Advertisement fe80::c602:3aff:fe44:0 (rtr, sol)"
"226","180.975050","c4:00:3a:44:00:00","c4:00:3a:44:00:00","LOOP","60","Reply"
"227","181.893433","fe80::c600:3aff:fe44:0","ff02::a","EIGRP","100","Hello"
"228","181.998672","fe80::c601:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"229","182.387290","fe80::c602:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"230","186.343396","fe80::c601:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"231","186.624652","fe80::c600:3aff:fe44:0","ff02::a","EIGRP","100","Hello"
"232","186.767803","fe80::c602:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"233","189.131796","fe80::c600:3aff:fe44:0","ff02::a","EIGRP","100","Hello"
"234","190.650830","fe80::c601:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"235","190.655798","fe80::c600:3aff:fe44:0","ff02::a","EIGRP","100","Hello"
"236","190.657860","fe80::c600:3aff:fe44:0","fe80::c601:3aff:fe44:0","EIGRP","74","Update"
"237","190.659957","fe80::c602:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"238","190.663968","fe80::c600:3aff:fe44:0","ff02::a","EIGRP","100","Hello"
"239","190.664044","fe80::c602:3aff:fe44:0","fe80::c600:3aff:fe44:0","EIGRP","74","Update"
"240","190.668014","fe80::c600:3aff:fe44:0","fe80::c602:3aff:fe44:0","EIGRP","74","Update"
"241","190.672127","fe80::c602:3aff:fe44:0","fe80::c600:3aff:fe44:0","EIGRP","74","Hello (Ack)"
"242","190.674175","fe80::c601:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"243","190.708993","fe80::c601:3aff:fe44:0","fe80::c600:3aff:fe44:0","EIGRP","74","Update"
"244","190.710978","fe80::c600:3aff:fe44:0","fe80::c601:3aff:fe44:0","EIGRP","74","Hello (Ack)"
"245","190.986169","c4:00:3a:44:00:00","c4:00:3a:44:00:00","LOOP","60","Reply"
"246","194.482536","fe80::c600:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"247","195.379140","fe80::c601:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"248","195.385156","fe80::c600:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"249","195.387287","fe80::c602:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"250","195.391324","fe80::c602:3aff:fe44:0","fe80::c600:3aff:fe44:0","EIGRP","74","Update"
"251","195.393475","fe80::c600:3aff:fe44:0","fe80::c601:3aff:fe44:0","EIGRP","74","Update"
"252","195.395519","fe80::c600:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"253","195.397553","fe80::c600:3aff:fe44:0","fe80::c602:3aff:fe44:0","EIGRP","74","Update"
"254","195.399656","fe80::c602:3aff:fe44:0","fe80::c600:3aff:fe44:0","EIGRP","74","Hello (Ack)"
"255","195.401679","fe80::c601:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"256","195.407751","fe80::c601:3aff:fe44:0","fe80::c600:3aff:fe44:0","EIGRP","74","Update"
"257","195.411779","fe80::c600:3aff:fe44:0","fe80::c601:3aff:fe44:0","EIGRP","74","Hello (Ack)"
"258","199.876003","fe80::c602:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"259","200.084364","fe80::c600:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"260","200.088881","fe80::c601:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"261","200.985080","c4:00:3a:44:00:00","c4:00:3a:44:00:00","LOOP","60","Reply"
"262","204.647505","fe80::c601:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"263","204.719315","fe80::c602:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"264","205.034635","fe80::c600:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"265","206.401671","c4:00:3a:44:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","370","Device ID: R1  Port ID: FastEthernet0/0  "
"266","209.115329","fe80::c602:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"267","209.423682","fe80::c601:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"268","209.497335","fe80::c600:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"269","210.969654","c4:00:3a:44:00:00","c4:00:3a:44:00:00","LOOP","60","Reply"
"270","213.670179","fe80::c602:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"271","214.095856","c4:02:3a:44:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","370","Device ID: R3  Port ID: FastEthernet0/0  "
"272","214.214244","fe80::c600:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
